3.6565442,4.9872212,11.04625,16.581758,67.85458,8.491892,2.1045792,1.2747738,1.9992796,1.8267685,2.0068161,1.9434105,3.0274942,3.125929,3.8833618,2.8523576,4.2764425,7.8642907,8.645449,11.760211,16.657299,85.90907,94.46016,13.032606,4.747777,2.0397053,0.6255189,0.6485654,0.82453185,1.0540979,2.0645025,3.0699675,2.7548766,1.1520307,4.013696,5.610101,10.37465,16.887413,22.722082,31.776249,15.457721,12.662675,8.347644,8.041747,3.817561,1.7874787,1.0248888,0.75465214,0.9048039,0.8074171
14.659838,18.134937,26.008957,124.15181,15.813566,0.9974324,1.9937655,3.365858,3.8584373,3.8009715,4.9161844,8.820815,11.423918,4.3878117,7.429606,9.605402,8.758131,13.565605,14.370283,19.789562,35.283943,114.921555,110.18508,15.827228,5.2621827,2.7344968,1.2463063,2.0655727,4.021731,5.288735,3.5412273,1.519165,5.975271,8.559763,13.727875,14.959139,12.045212,4.625036,14.17955,33.964626,61.83024,41.035652,9.777201,5.7223506,5.237428,3.9119442,1.8388497,1.6012087,1.0251598,0.90123594
0.012663379,0.0113663385,0.014506,0.012112381,0.01189974,4.050354,37.436928,4.1846395,2.1064456,1.5031872,1.4749999,2.1801245,1.7110329,1.9187329,1.8155798,2.0338438,6.95941,8.169374,8.519063,7.408789,15.62604,67.049965,55.909466,2.2754388,6.45009,4.616143,8.005185,8.019732,5.723773,7.402223,7.0343184,13.2814045,9.479226,11.15003,7.6548843,14.945949,12.91733,29.525904,126.415955,31.177189,9.750914,2.7255077,1.1219499,2.3914165,2.8596382,4.132783,10.998346,12.168569,13.52138,15.7145
0.01129098,0.0073791286,0.008145631,0.0075138183,0.012019778,0.0111148,13.606483,35.45644,3.5611339,1.8236113,1.4042343,1.4635108,1.5492258,1.365843,1.6866572,1.4761976,2.0427344,5.599007,6.868158,8.025883,9.1503525,62.407265,59.289207,2.2631552,5.2316694,9.841195,5.712848,8.103347,8.704588,6.8187456,7.2893767,8.330018,14.43512,11.597509,10.269659,9.896692,24.429947,72.82621,28.928314,3.6236072,0.83936584,2.3390863,5.071861,6.110132,4.9741945,4.4398603,7.2624846,17.021408,16.223492,19.674847
4.5802703,5.7662516,3.7877545,6.552661,20.372969,67.32478,4.6981893,0.8511691,1.430599,2.361698,3.0075257,2.545034,2.7764676,2.6225548,4.9982576,3.0136428,3.4106414,3.9753678,5.5929585,10.059599,14.894984,77.778175,68.0495,10.732873,5.201962,2.189696,0.5278252,0.27074584,1.4021404,3.4116054,2.8822312,3.4965115,4.6420546,4.5560274,3.2655551,2.590777,10.218488,14.835823,111.83402,33.786064,9.897768,1.176788,2.8487372,2.5280185,1.5869125,0.54475653,0.9490625,1.4835546,1.654657,2.2404711
18.393442,22.853558,2.606309,1.736613,1.5699081,1.8284432,1.780624,1.8624077,1.9312111,1.8494425,2.9408383,5.3552775,6.0727396,7.1453323,8.547077,12.058011,13.9509945,12.309114,16.31974,21.055265,19.109646,66.72589,89.749985,3.5538363,1.418352,3.8441415,5.760526,9.705645,3.523262,4.432929,6.4007506,7.0251746,10.063032,11.384239,11.464907,13.185646,13.2356615,10.58062,8.326174,10.945072,35.016792,39.037125,42.705944,108.106606,74.55149,22.181889,2.7077065,1.3339967,1.3360378,3.9869895
15.710162,23.167433,3.3629124,2.343916,1.7223291,1.241423,1.1571903,1.0342615,0.88707983,0.80287105,1.1995014,2.2560158,2.6217716,2.315604,3.2459056,4.6737704,5.955588,4.808389,7.046528,9.407957,10.215269,47.95946,81.214005,6.3446107,2.5575244,1.1146768,0.6836776,2.0606716,0.6860224,0.816744,3.3559303,2.5736203,2.5808883,3.357624,3.0678856,3.685369,4.207802,3.672081,2.9508657,2.4482477,12.889569,8.870634,17.860752,50.68101,39.46299,15.441095,3.580571,1.5809644,2.1537588,1.8680906
22.465948,83.949455,10.872204,3.1288576,1.482086,0.4260703,1.5353528,1.848932,2.0902255,2.1363728,4.4394345,5.832391,5.9624147,6.8587594,6.068587,8.082754,9.585535,9.650403,8.485647,5.007051,24.5336,96.700745,88.76567,20.916218,10.7976265,4.9541636,1.6649408,0.63149226,0.88746774,0.7365571,1.02224,1.4162629,0.5845893,1.1043313,3.4500377,4.8529544,8.8460655,7.7138686,7.2573633,5.326278,15.3031645,16.57928,28.63128,25.925089,4.244512,3.6482835,3.8110988,4.7447243,1.853067,0.834304
8.833977,10.8309965,16.764364,91.801704,13.20448,1.8040159,0.780808,0.67929775,1.0612608,1.0839133,2.3813949,2.2668357,3.3242707,2.5515015,3.8644855,6.6541376,6.055481,8.19021,9.332013,12.288986,20.061184,86.14498,78.25537,8.454083,1.5752773,5.697607,2.6768546,1.553191,0.8602279,0.71073276,1.1220245,0.5019947,1.9391625,2.8185163,4.3758316,6.4810967,6.1672983,1.3266758,8.025223,27.86112,78.3567,59.625282,18.993223,7.7291617,5.7859306,3.9867432,1.984923,0.4530065,0.6378808,0.5662451
11.232988,1.74318,1.4800642,1.3580018,1.576104,1.8975165,1.5561697,1.7487606,1.9535067,3.3898532,3.4782386,4.9987993,5.6694794,8.910156,14.419415,11.443414,12.563885,17.315153,17.135561,19.483204,33.080673,95.39569,129.20067,14.740209,7.0956116,1.9805866,3.3181167,2.7190683,3.4579322,4.960672,5.6963396,7.974553,8.735407,10.49618,11.256906,10.647314,9.000273,9.9438,10.683548,16.174732,15.158188,27.786304,36.374393,33.374542,24.632238,46.218067,55.10322,25.704199,19.92229,8.392983
